box_scores,exhibition,conference,costSeason,division,season,date,away,home,home_score,away_score,notes,month,status,game_id,data-recap
NA,0,1,0,0,2024-25,NA,Calgary,Brandon,NA,NA,NA,February 2025,6:45 PM CST,NA,NA
NA,0,1,0,0,2024-25,NA,Calgary,MacEwan,NA,NA,NA,February 2025,5:00 PM MST,NA,NA
NA,0,1,0,0,2024-25,NA,Calgary,MacEwan,NA,NA,NA,February 2025,3:00 PM MST,NA,NA
NA,1,0,0,0,2024-25,NA,UNB,Dalhousie,3,1, Non-Conference,September 2024,Final,NA,NA
NA,1,0,0,0,2024-25,NA,UNB,Dalhousie,3,0, Non-Conference,September 2024,Final,NA,NA
NA,1,0,0,0,2024-25,NA,Manitoba,Dalhousie,0,2," (25-22, 25-13)",October 2024,Final,NA,NA
NA,1,0,0,0,2024-25,NA,Toronto Metropolitan,Dalhousie,2,0," (25-22, 25-21)",October 2024,Final,NA,NA
NA,1,0,0,0,2024-25,NA,Dalhousie,Ottawa,2,1," (26-24, 13-25, 25-21) | Gee-Gees Preseason Classic",October 2024,Final,NA,NA
NA,1,0,0,0,2024-25,NA,UQAM,Dalhousie,2,0," (25-20, 25-17)",October 2024,Final,NA,NA
NA,1,0,0,0,2024-25,NA,Guelph,Dalhousie,2,3,NA,October 2024,Final,NA,NA
https://en.usports.ca/sports/wvball/2024-25/boxscores/20241025_kp69.xml,0,1,0,0,2024-25,2024-10-25,UNB,Dalhousie,3,0,   ,October 2024,Final,20241025_kp69,NA
https://en.usports.ca/sports/wvball/2024-25/boxscores/20241026_16gj.xml,0,1,0,0,2024-25,2024-10-26,UNB,Dalhousie,3,1,   ,October 2024,Final,20241026_16gj,NA
https://en.usports.ca/sports/wvball/2024-25/boxscores/20241101_mr99.xml,0,1,0,0,2024-25,2024-11-01,Dalhousie,Moncton,1,3,  ,November 2024,Final,20241101_mr99,NA
https://en.usports.ca/sports/wvball/2024-25/boxscores/20241102_oz46.xml,0,1,0,0,2024-25,2024-11-02,Dalhousie,Moncton,2,3,  ,November 2024,Final,20241102_oz46,NA
https://en.usports.ca/sports/wvball/2024-25/boxscores/20241108_qhco.xml,0,1,0,0,2024-25,2024-11-08,Dalhousie,Memorial,1,3,  ,November 2024,Final,20241108_qhco,NA
https://en.usports.ca/sports/wvball/2024-25/boxscores/20241109_vbn3.xml,0,1,0,0,2024-25,2024-11-09,Dalhousie,Memorial,3,2, ,November 2024,Final,20241109_vbn3,NA
https://en.usports.ca/sports/wvball/2024-25/boxscores/20241115_xwuj.xml,0,1,0,0,2024-25,2024-11-15,Dalhousie,Acadia,2,3,   ,November 2024,Final,20241115_xwuj,NA
https://en.usports.ca/sports/wvball/2024-25/boxscores/20241123_etbs.xml,0,1,0,0,2024-25,2024-11-23,Acadia,Dalhousie,2,3,   ,November 2024,Final,20241123_etbs,NA
https://en.usports.ca/sports/wvball/2024-25/boxscores/20241129_n5mc.xml,0,1,0,0,2024-25,2024-11-29,Dalhousie,Saint Mary's,1,3,   More  Results Photos,November 2024,Final,20241129_n5mc,NA
NA,1,0,0,0,2024-25,NA,Calgary,Dalhousie,NA,NA,NA,January 2025,3:00 PM MST,NA,NA
NA,1,0,0,0,2024-25,NA,Dalhousie,Alberta,NA,NA,NA,NA 2025,7:00 PM MST,NA,NA
NA,1,0,0,0,2024-25,NA,Dalhousie,UFV,NA,NA,NA,January 2025,3:00 PM MST,NA,NA
NA,0,1,0,0,2024-25,NA,Acadia,Dalhousie,NA,NA,NA,January 2025,2:00 PM AST,NA,NA
NA,0,1,0,0,2024-25,NA,Dalhousie,Acadia,NA,NA,NA,January 2025,2:00 PM AST,NA,NA
NA,0,1,0,0,2024-25,NA,Saint Mary's,Dalhousie,NA,NA,NA,January 2025,7:00 PM AST,NA,NA
NA,0,1,0,0,2024-25,NA,Saint Mary's,Dalhousie,NA,NA,NA,January 2025,7:00 PM AST,NA,NA
NA,0,1,0,0,2024-25,NA,Dalhousie,UNB,NA,NA,NA,January 2025,6:00 PM AST,NA,NA
NA,0,1,0,0,2024-25,NA,Dalhousie,UNB,NA,NA,NA,January 2025,1:00 PM AST,NA,NA
NA,0,1,0,0,2024-25,NA,Moncton,Dalhousie,NA,NA,NA,January 2025,8:00 PM AST,NA,NA
NA,0,1,0,0,2024-25,NA,Moncton,Dalhousie,NA,NA,NA,February 2025,3:00 PM AST,NA,NA
NA,0,1,0,0,2024-25,NA,Dalhousie,Saint Mary's,NA,NA,NA,February 2025,7:00 PM AST,NA,NA
NA,0,1,0,0,2024-25,NA,Memorial,Dalhousie,NA,NA,NA,February 2025,8:00 PM AST,NA,NA
NA,0,1,0,0,2024-25,NA,Memorial,Dalhousie,NA,NA,NA,February 2025,3:00 PM AST,NA,NA
https://en.usports.ca/sports/wvball/2024-25/boxscores/20241011_r0wg.xml,0,0,0,0,2024-25,2024-10-11,ETS,UQAC L,3,0, RSEQ No. F02 ,October 2024,Final,20241011_r0wg,NA
https://en.usports.ca/sports/wvball/2024-25/boxscores/20241012_2c72.xml,0,1,0,0,2024-25,2024-10-12,ETS,UQAC,3,0, RSEQ No. F03 ,October 2024,Final,20241012_2c72,NA
https://en.usports.ca/sports/wvball/2024-25/boxscores/20241018_nhdv.xml,0,1,0,0,2024-25,2024-10-18,Montreal,ETS,0,3, RSEQ No. F06 ,October 2024,Final,20241018_nhdv,NA
https://en.usports.ca/sports/wvball/2024-25/boxscores/20241025_u1oz.xml,0,1,0,0,2024-25,2024-10-25,ETS,Laval,3,0, RSEQ No. F13 ,October 2024,Final,20241025_u1oz,NA
https://en.usports.ca/sports/wvball/2024-25/boxscores/20241027_lz06.xml,0,1,0,0,2024-25,2024-10-27,ETS,Sherbrooke,3,0, RSEQ No. F17 ,October 2024,Final,20241027_lz06,NA
https://en.usports.ca/sports/wvball/2024-25/boxscores/20241102_berv.xml,0,1,0,0,2024-25,2024-11-02,UQAC,ETS,1,3, RSEQ No. F22 ,November 2024,Final,20241102_berv,NA
https://en.usports.ca/sports/wvball/2024-25/boxscores/20241110_ophz.xml,0,1,0,0,2024-25,2024-11-10,ETS,UQAM,3,0, RSEQ No. F26 ,November 2024,Final,20241110_ophz,NA
https://en.usports.ca/sports/wvball/2024-25/boxscores/20241115_txkc.xml,0,1,0,0,2024-25,2024-11-15,McGill,ETS,0,3, RSEQ No. F29 ,November 2024,Final,20241115_txkc,NA
https://en.usports.ca/sports/wvball/2024-25/boxscores/20241117_pedx.xml,0,1,0,0,2024-25,2024-11-17,Sherbrooke,ETS,0,3, RSEQ No. F34 ,November 2024,Final,20241117_pedx,NA
https://en.usports.ca/sports/wvball/2024-25/boxscores/20241122_qv4m.xml,0,1,0,0,2024-25,2024-11-22,ETS,UQTR,3,0, RSEQ No. F37 ,November 2024,Final,20241122_qv4m,NA
NA,0,1,0,0,2024-25,NA,ETS,Montreal,NA,NA,NA,NA 2025,6:00 PM EST,NA,NA
NA,0,1,0,0,2024-25,NA,Laval,ETS,NA,NA,NA,January 2025,6:00 PM EST,NA,NA
NA,0,1,0,0,2024-25,NA,ETS,McGill,NA,NA,NA,January 2025,1:00 PM EST,NA,NA
NA,0,1,0,0,2024-25,NA,ETS,Sherbrooke,NA,NA,NA,January 2025,6:00 PM EST,NA,NA
NA,0,1,0,0,2024-25,NA,UQTR,ETS,NA,NA,NA,January 2025,2:30 PM EST,NA,NA
NA,0,1,0,0,2024-25,NA,UQAM,ETS,NA,NA,NA,January 2025,6:00 PM EST,NA,NA
NA,0,1,0,0,2024-25,NA,McGill,ETS,NA,NA,NA,February 2025,5:00 PM EST,NA,NA
NA,0,1,0,0,2024-25,NA,Laval,ETS,NA,NA,NA,February 2025,6:00 PM EST,NA,NA
NA,0,1,0,0,2024-25,NA,Montreal,ETS,NA,NA,NA,February 2025,1:00 PM EST,NA,NA
NA,0,1,0,0,2024-25,NA,UQTR,ETS,NA,NA,NA,February 2025,6:00 PM EST,NA,NA
NA,0,1,0,0,2024-25,NA,ETS,UQAM,NA,NA,NA,February 2025,1:00 PM EST,NA,NA
NA,1,0,0,0,2024-25,NA,Guelph,Toronto Metropolitan,NA,NA,NA,September 2024,7:00 PM EDT,NA,NA
NA,1,0,0,0,2024-25,NA,Sherbrooke,Guelph,1,2," (25-23, 22-25, 25-22)",October 2024,Final,NA,NA
NA,1,0,0,0,2024-25,NA,Saint Mary's,Guelph,2,0," (25-16, 25-23)",October 2024,Final,NA,NA
NA,1,0,0,0,2024-25,NA,Montreal,Guelph,0,2," (25-22, 25-22)",October 2024,Final,NA,NA
NA,1,0,0,0,2024-25,NA,Nipissing,Guelph,2,0," (25-22, 25-19)",October 2024,Final,NA,NA
NA,1,0,0,0,2024-25,NA,Dalhousie,Guelph,3,2,NA,October 2024,Final,NA,NA
https://en.usports.ca/sports/wvball/2024-25/boxscores/20241018_wyv6.xml,1,0,0,0,2024-25,2024-10-18,Windsor,Guelph,1,3, ,October 2024,Final,20241018_wyv6,NA
